     numlons   numlats   numlevs   totpts  slthin quad
      1280       640        60    533272
  lev          asig              bsig  
   64      -72.084251403808594   400
   65      -71.803222656250000   400
   66      -71.522193908691406   432
   67      -71.241165161132812   432
   68      -70.960128784179688   432
   69      -70.679100036621094   432
   70      -70.398078918457031   432
   71      -70.117034912109375   450
   72      -69.836013793945312   450
   73      -69.554985046386719   450
   74      -69.273963928222656   480
   75      -68.992919921875000   480
   76      -68.711891174316406   480
   77      -68.430862426757812   480
   78      -68.149841308593750   480
   79      -67.868812561035156   486
   80      -67.587776184082031   500
   81      -67.306739807128906   500
   82      -67.025718688964844   500
   83      -66.744689941406250   512
   84      -66.463661193847656   512
   85      -66.182632446289062   540
   86      -65.901603698730469   540
   87      -65.620567321777344   540
   88      -65.339530944824219   540
   89      -65.058502197265625   540
   90      -64.777473449707031   576
   91      -64.496444702148438   576
   92      -64.215415954589844   576
   93      -63.934383392333984   576
   94      -63.653362274169922   576
   95      -63.372322082519531   576
   96      -63.091293334960938   600
   97      -62.810264587402344   600
   98      -62.529239654541016   600
   99      -62.248210906982422   600
  100      -61.967174530029297   640
  101      -61.686145782470703   640
  102      -61.405117034912109   640
  103      -61.124084472656250   640
  104      -60.843055725097656   640
  105      -60.562026977539062   640
  106      -60.280990600585938   640
  107      -59.999965667724609   648
  108      -59.718936920166016   648
  109      -59.437900543212891   720
  110      -59.156871795654297   720
  111      -58.875843048095703   720
  112      -58.594818115234375   720
  113      -58.313789367675781   720
  114      -58.032752990722656   720
  115      -57.751724243164062   720
  116      -57.470699310302734   720
  117      -57.189662933349609   720
  118      -56.908634185791016   720
  119      -56.627601623535156   720
  120      -56.346576690673828   720
  121      -56.065544128417969   720
  122      -55.784515380859375   720
  123      -55.503479003906250   750
  124      -55.222454071044922   750
  125      -54.941425323486328   750
  126      -54.660392761230469   750
  127      -54.379364013671875   750
  128      -54.098331451416016   768
  129      -53.817306518554688   768
  130      -53.536273956298828   768
  131      -53.255241394042969   768
  132      -52.974208831787109   800
  133      -52.693180084228516   800
  134      -52.412155151367188   800
  135      -52.131122589111328   800
  136      -51.850090026855469   800
  137      -51.569061279296875   800
  138      -51.288036346435547   810
  139      -51.006999969482422   810
  140      -50.725967407226562   864
  141      -50.444942474365234   864
  142      -50.163909912109375   864
  143      -49.882884979248047   864
  144      -49.601848602294922   864
  145      -49.320819854736328   864
  146      -49.039787292480469   864
  147      -48.758758544921875   864
  148      -48.477725982666016   864
  149      -48.196697235107422   864
  150      -47.915668487548828   864
  151      -47.634639739990234   864
  152      -47.353607177734375   900
  153      -47.072578430175781   900
  154      -46.791545867919922   900
  155      -46.510517120361328   900
  156      -46.229484558105469   900
  157      -45.948459625244141   900
  158      -45.667427062988281   900
  159      -45.386394500732422   900
  160      -45.105365753173828   960
  161      -44.824337005615234   960
  162      -44.543308258056641   960
  163      -44.262271881103516   960
  164      -43.981246948242188   960
  165      -43.700214385986328   960
  166      -43.419185638427734   960
  167      -43.138153076171875   960
  168      -42.857124328613281   960
  169      -42.576095581054688   960
  170      -42.295066833496094   960
  171      -42.014034271240234   960
  172      -41.733001708984375   960
  173      -41.451976776123047   960
  174      -41.170944213867188   972
  175      -40.889911651611328   972
  176      -40.608882904052734   972
  177      -40.327854156494141  1000
  178      -40.046821594238281  1000
  179      -39.765789031982422  1000
  180      -39.484760284423828  1000
  181      -39.203731536865234  1000
  182      -38.922702789306641  1000
  183      -38.641666412353516  1000
  184      -38.360637664794922  1024
  185      -38.079608917236328  1024
  186      -37.798580169677734  1024
  187      -37.517551422119141  1024
  188      -37.236518859863281  1024
  189      -36.955486297607422  1024
  190      -36.674457550048828  1080
  191      -36.393428802490234  1080
  192      -36.112396240234375  1080
  193      -35.831367492675781  1080
  194      -35.550338745117188  1080
  195      -35.269306182861328  1080
  196      -34.988277435302734  1080
  197      -34.707244873046875  1080
  198      -34.426216125488281  1080
  199      -34.145187377929688  1080
  200      -33.864154815673828  1080
  201      -33.583126068115234  1080
  202      -33.302089691162109  1080
  203      -33.021064758300781  1080
  204      -32.740032196044922  1080
  205      -32.459003448486328  1152
  206      -32.177970886230469  1152
  207      -31.896944046020508  1152
  208      -31.615909576416016  1152
  209      -31.334884643554688  1152
  210      -31.053852081298828  1152
  211      -30.772821426391602  1152
  212      -30.491790771484375  1152
  213      -30.210762023925781  1152
  214      -29.929729461669922  1152
  215      -29.648698806762695  1152
  216      -29.367670059204102  1152
  217      -29.086639404296875  1152
  218      -28.805606842041016  1152
  219      -28.524580001831055  1152
  220      -28.243547439575195  1152
  221      -27.962518692016602  1152
  222      -27.681488037109375  1152
  223      -27.400457382202148  1152
  224      -27.119428634643555  1152
  225      -26.838397979736328  1152
  226      -26.557367324829102  1152
  227      -26.276336669921875  1152
  228      -25.995306015014648  1152
  229      -25.714275360107422  1200
  230      -25.433246612548828  1200
  231      -25.152214050292969  1200
  232      -24.871185302734375  1200
  233      -24.590154647827148  1200
  234      -24.309123992919922  1200
  235      -24.028093338012695  1200
  236      -23.747064590454102  1200
  237      -23.466033935546875  1200
  238      -23.185003280639648  1200
  239      -22.903972625732422  1200
  240      -22.622941970825195  1200
  241      -22.341913223266602  1200
  242      -22.060880661010742  1200
  243      -21.779851913452148  1200
  244      -21.498821258544922  1200
  245      -21.217790603637695  1200
  246      -20.936759948730469  1200
  247      -20.655729293823242  1200
  248      -20.374698638916016  1200
  249      -20.093669891357422  1250
  250      -19.812639236450195  1250
  251      -19.531610488891602  1250
  252      -19.250579833984375  1250
  253      -18.969547271728516  1250
  254      -18.688518524169922  1250
  255      -18.407485961914062  1250
  256      -18.126457214355469  1250
  257      -17.845426559448242  1250
  258      -17.564397811889648  1250
  259      -17.283365249633789  1250
  260      -17.002336502075195  1250
  261      -16.721305847167969  1250
  262      -16.440275192260742  1250
  263      -16.159244537353516  1250
  264      -15.878212928771973  1250
  265      -15.597183227539062  1250
  266      -15.316153526306152  1250
  267      -15.035121917724609  1250
  268      -14.754092216491699  1250
  269      -14.473062515258789  1250
  270      -14.192032814025879  1250
  271      -13.911001205444336  1250
  272      -13.629971504211426  1250
  273      -13.348941802978516  1250
  274      -13.067911148071289  1250
  275      -12.786880493164062  1250
  276      -12.505849838256836  1250
  277      -12.224820137023926  1280
  278      -11.943789482116699  1280
  279      -11.662758827209473  1280
  280      -11.381728172302246  1280
  281      -11.100698471069336  1280
  282      -10.819667816162109  1280
  283      -10.538638114929199  1280
  284      -10.257607460021973  1280
  285       -9.976577758789062  1280
  286       -9.695547103881836  1280
  287       -9.414516448974609  1280
  288       -9.133486747741699  1280
  289       -8.852456092834473  1280
  290       -8.571425437927246  1280
  291       -8.290394783020020  1280
  292       -8.009364128112793  1280
  293       -7.728334903717041  1280
  294       -7.447304248809814  1280
  295       -7.166274070739746  1280
  296       -6.885242938995361  1280
  297       -6.604213237762451  1280
  298       -6.323182582855225  1280
  299       -6.042152404785156  1280
  300       -5.761122226715088  1280
  301       -5.480092048645020  1280
  302       -5.199061393737793  1280
  303       -4.918030738830566  1280
  304       -4.637000560760498  1280
  305       -4.355970382690430  1280
  306       -4.074939727783203  1280
  307       -3.793909549713135  1280
  308       -3.512879133224487  1280
  309       -3.231848955154419  1280
  310       -2.950818777084351  1280
  311       -2.669788360595703  1280
  312       -2.388757944107056  1280
  313       -2.107727527618408  1280
  314       -1.826697230339050  1280
  315       -1.545666933059692  1280
  316       -1.264636516571045  1280
  317       -0.983606219291687  1280
  318       -0.702575862407684  1280
  319       -0.421545535326004  1280
  320       -0.140515178442001  1280
  321        0.140515178442001  1280
  322        0.421545535326004  1280
  323        0.702575862407684  1280
  324        0.983606219291687  1280
  325        1.264636516571045  1280
  326        1.545666933059692  1280
  327        1.826697230339050  1280
  328        2.107727527618408  1280
  329        2.388757944107056  1280
  330        2.669788360595703  1280
  331        2.950818777084351  1280
  332        3.231848955154419  1280
  333        3.512879133224487  1280
  334        3.793909549713135  1280
  335        4.074939727783203  1280
  336        4.355970382690430  1280
  337        4.637000560760498  1280
  338        4.918030738830566  1280
  339        5.199061393737793  1280
  340        5.480092048645020  1280
  341        5.761122226715088  1280
  342        6.042152404785156  1280
  343        6.323182582855225  1280
  344        6.604213237762451  1280
  345        6.885242938995361  1280
  346        7.166274070739746  1280
  347        7.447304248809814  1280
  348        7.728334903717041  1280
  349        8.009364128112793  1280
  350        8.290394783020020  1280
  351        8.571425437927246  1280
  352        8.852456092834473  1280
  353        9.133486747741699  1280
  354        9.414516448974609  1280
  355        9.695547103881836  1280
  356        9.976577758789062  1280
  357       10.257607460021973  1280
  358       10.538638114929199  1280
  359       10.819667816162109  1280
  360       11.100698471069336  1280
  361       11.381728172302246  1280
  362       11.662758827209473  1280
  363       11.943789482116699  1280
  364       12.224820137023926  1280
  365       12.505849838256836  1250
  366       12.786880493164062  1250
  367       13.067911148071289  1250
  368       13.348941802978516  1250
  369       13.629971504211426  1250
  370       13.911001205444336  1250
  371       14.192032814025879  1250
  372       14.473062515258789  1250
  373       14.754092216491699  1250
  374       15.035121917724609  1250
  375       15.316153526306152  1250
  376       15.597183227539062  1250
  377       15.878212928771973  1250
  378       16.159244537353516  1250
  379       16.440275192260742  1250
  380       16.721305847167969  1250
  381       17.002336502075195  1250
  382       17.283365249633789  1250
  383       17.564397811889648  1250
  384       17.845426559448242  1250
  385       18.126457214355469  1250
  386       18.407485961914062  1250
  387       18.688518524169922  1250
  388       18.969547271728516  1250
  389       19.250579833984375  1250
  390       19.531610488891602  1250
  391       19.812639236450195  1250
  392       20.093669891357422  1250
  393       20.374698638916016  1200
  394       20.655729293823242  1200
  395       20.936759948730469  1200
  396       21.217790603637695  1200
  397       21.498821258544922  1200
  398       21.779851913452148  1200
  399       22.060880661010742  1200
  400       22.341913223266602  1200
  401       22.622941970825195  1200
  402       22.903972625732422  1200
  403       23.185003280639648  1200
  404       23.466033935546875  1200
  405       23.747064590454102  1200
  406       24.028093338012695  1200
  407       24.309123992919922  1200
  408       24.590154647827148  1200
  409       24.871185302734375  1200
  410       25.152214050292969  1200
  411       25.433246612548828  1200
  412       25.714275360107422  1200
  413       25.995306015014648  1152
  414       26.276336669921875  1152
  415       26.557367324829102  1152
  416       26.838397979736328  1152
  417       27.119428634643555  1152
  418       27.400457382202148  1152
  419       27.681488037109375  1152
  420       27.962518692016602  1152
  421       28.243547439575195  1152
  422       28.524580001831055  1152
  423       28.805606842041016  1152
  424       29.086639404296875  1152
  425       29.367670059204102  1152
  426       29.648698806762695  1152
  427       29.929729461669922  1152
  428       30.210762023925781  1152
  429       30.491790771484375  1152
  430       30.772821426391602  1152
  431       31.053852081298828  1152
  432       31.334884643554688  1152
  433       31.615909576416016  1152
  434       31.896944046020508  1152
  435       32.177970886230469  1152
  436       32.459003448486328  1152
  437       32.740032196044922  1080
  438       33.021064758300781  1080
  439       33.302089691162109  1080
  440       33.583126068115234  1080
  441       33.864154815673828  1080
  442       34.145187377929688  1080
  443       34.426216125488281  1080
  444       34.707244873046875  1080
  445       34.988277435302734  1080
  446       35.269306182861328  1080
  447       35.550338745117188  1080
  448       35.831367492675781  1080
  449       36.112396240234375  1080
  450       36.393428802490234  1080
  451       36.674457550048828  1080
  452       36.955486297607422  1024
  453       37.236518859863281  1024
  454       37.517551422119141  1024
  455       37.798580169677734  1024
  456       38.079608917236328  1024
  457       38.360637664794922  1024
  458       38.641666412353516  1000
  459       38.922702789306641  1000
  460       39.203731536865234  1000
  461       39.484760284423828  1000
  462       39.765789031982422  1000
  463       40.046821594238281  1000
  464       40.327854156494141  1000
  465       40.608882904052734   972
  466       40.889911651611328   972
  467       41.170944213867188   972
  468       41.451976776123047   960
  469       41.733001708984375   960
  470       42.014034271240234   960
  471       42.295066833496094   960
  472       42.576095581054688   960
  473       42.857124328613281   960
  474       43.138153076171875   960
  475       43.419185638427734   960
  476       43.700214385986328   960
  477       43.981246948242188   960
  478       44.262271881103516   960
  479       44.543308258056641   960
  480       44.824337005615234   960
  481       45.105365753173828   960
  482       45.386394500732422   900
  483       45.667427062988281   900
  484       45.948459625244141   900
  485       46.229484558105469   900
  486       46.510517120361328   900
  487       46.791545867919922   900
  488       47.072578430175781   900
  489       47.353607177734375   900
  490       47.634639739990234   864
  491       47.915668487548828   864
  492       48.196697235107422   864
  493       48.477725982666016   864
  494       48.758758544921875   864
  495       49.039787292480469   864
  496       49.320819854736328   864
  497       49.601848602294922   864
  498       49.882884979248047   864
  499       50.163909912109375   864
  500       50.444942474365234   864
  501       50.725967407226562   864
  502       51.006999969482422   810
  503       51.288036346435547   810
  504       51.569061279296875   800
  505       51.850090026855469   800
  506       52.131122589111328   800
  507       52.412155151367188   800
  508       52.693180084228516   800
  509       52.974208831787109   800
  510       53.255241394042969   768
  511       53.536273956298828   768
  512       53.817306518554688   768
  513       54.098331451416016   768
  514       54.379364013671875   750
  515       54.660392761230469   750
  516       54.941425323486328   750
  517       55.222454071044922   750
  518       55.503479003906250   750
  519       55.784515380859375   720
  520       56.065544128417969   720
  521       56.346576690673828   720
  522       56.627601623535156   720
  523       56.908634185791016   720
  524       57.189662933349609   720
  525       57.470699310302734   720
  526       57.751724243164062   720
  527       58.032752990722656   720
  528       58.313789367675781   720
  529       58.594818115234375   720
  530       58.875843048095703   720
  531       59.156871795654297   720
  532       59.437900543212891   720
  533       59.718936920166016   648
  534       59.999965667724609   648
  535       60.280990600585938   640
  536       60.562026977539062   640
  537       60.843055725097656   640
  538       61.124084472656250   640
  539       61.405117034912109   640
  540       61.686145782470703   640
  541       61.967174530029297   640
  542       62.248210906982422   600
  543       62.529239654541016   600
  544       62.810264587402344   600
  545       63.091293334960938   600
  546       63.372322082519531   576
  547       63.653362274169922   576
  548       63.934383392333984   576
  549       64.215415954589844   576
  550       64.496444702148438   576
  551       64.777473449707031   576
  552       65.058502197265625   540
  553       65.339530944824219   540
  554       65.620567321777344   540
  555       65.901603698730469   540
  556       66.182632446289062   540
  557       66.463661193847656   512
  558       66.744689941406250   512
  559       67.025718688964844   500
  560       67.306739807128906   500
  561       67.587776184082031   500
  562       67.868812561035156   486
  563       68.149841308593750   480
  564       68.430862426757812   480
  565       68.711891174316406   480
  566       68.992919921875000   480
  567       69.273963928222656   480
  568       69.554985046386719   450
  569       69.836013793945312   450
  570       70.117034912109375   450
  571       70.398078918457031   432
  572       70.679100036621094   432
  573       70.960128784179688   432
  574       71.241165161132812   432
  575       71.522193908691406   432
  576       71.803222656250000   400
  577       72.084251403808594   400
  578       72.365280151367188   400
  579       72.646301269531250   384
  580       72.927330017089844   384
  581       73.208358764648438   384
  582       73.489395141601562   384
  583       73.770431518554688   360
  584       74.051460266113281   360
  585       74.332489013671875   360
  586       74.613525390625000   360
  587       74.894546508789062   360
  588       75.175575256347656   360
  589       75.456596374511719   324
  590       75.737632751464844   320
  591       76.018653869628906   320
  592       76.299682617187500   320
  593       76.580718994140625   300
  594       76.861747741699219   300
  595       77.142776489257812   288
  596       77.423812866210938   288
  597       77.704826354980469   288
  598       77.985862731933594   270
  599       78.266883850097656   270
  600       78.547912597656250   256
  601       78.828941345214844   250
  602       79.109977722167969   250
  603       79.390998840332031   240
  604       79.672035217285156   240
  605       79.953056335449219   240
  606       80.234077453613281   240
  607       80.515121459960938   216
  608       80.796150207519531   216
  609       81.077178955078125   216
  610       81.358200073242188   200
  611       81.639228820800781   192
  612       81.920242309570312   192
  613       82.201271057128906   180
  614       82.482292175292969   180
  615       82.763313293457031   162
  616       83.044349670410156   160
  617       83.325378417968750   150
  618       83.606399536132812   144
  619       83.887428283691406   144
  620       84.168426513671875   144
  621       84.449455261230469   128
  622       84.730499267578125   120
  623       85.011497497558594   120
  624       85.292510986328125   108
  625       85.573532104492188   100
  626       85.854560852050781    96
  627       86.135574340820312    96
  628       86.416564941406250    80
  629       86.697608947753906    80
  630       86.978576660156250    72
  631       87.259613037109375    64
  632       87.540580749511719    54
  633       87.821556091308594    48
  634       88.102554321289062    48
  635       88.383468627929688    36
  636       88.664398193359375    36
  637       88.945190429687500    36
  638       89.225944519042969    36
  639       89.506233215332031    36
  640       89.785102844238281    36

       ****sample code to read nogaps info data *********
      read(10,'(a80)')
      read(10,'(4i10)') numlons,numlats,numlevs,numlxy
      read(10,'(a80)')
      read(10,'(i5,2f20.15)') (kx,asig(k),bsig(k),k=1,numlevs+1)
      read(10,'(a80)')
      read(10,'(i5,5x,f20.15,i6)') (jx,alat(j),lix(j),j=1,numlats)
